#{"t_start": 1750412834.211317, "env_id": "None"}
r,l,t
0.000747177,1000,1.443858
1.9422349,1000,1.715978
7.722366,1000,1.984563
-9.998977,1000,2.247742
10.00054,1000,2.512051
-9.763355,1000,81.985507
5.187266,1000,82.254451
-10.434819,1000,82.516655
1.822514,1000,82.777314
0.17382921,1000,83.0431-9.9-4.4136047,1000,518.989402
10.0,1000,519.527652
-9.999676,1000,521.532477
-9.332931,1000,522.365297
-5.206655,1000,5236.5705185-0.8390744,1000,985.584772
10.001811,1000,985.84104
-9.998155,1000,986.099626
10.0018425,1000,986.359578
-9.998157,1000,9869.03185,110.001814,1000,1919.09891
3.1317484,1000,1919.361042
-5.0672307,1000,1919.625218
-4.291169,1000,1919.889922
-3.7666507,1000,-9.8467865,1010.001842,1000,2002.273846
-5.7582684,1000,2002.539801
10.001845,1000,2002.806021
-9.127779,1000,2003.074414
-9.998165,1000,10.001845,100-4.4909234,1000,2083.799439
9.999923,1000,2084.065472
-9.999894,1000,2084.331866
8.359868,1000,2084.595252
-1.7787421,12.7343128,1000,21-0.059215993,1000,2170.76212
10.0,1000,2171.028306
-10.0,1000,2171.294209
4.788483,1000,2171.562037
1.4338983,1000,2171.0.86904-6.0082574,1000,2263.841281
-9.998255,1000,2264.173245
10.001742,1000,2264.512308
-0.7190567,1000,2264.83147
-3.2813685,1000,226-4.27600579.998183,1000,2367.345441
-10.001817,1000,2367.704946
0.733818,1000,2368.059613
9.99821,1000,2368.380347
-9.85142,1000,2368.69-0.679.998191,1000,2480.190843
0.5589594,1000,2480.46196
-5.8513536,1000,2480.726792
-1.3495231,1000,2480.990791
1.4570304,1000,2481.258569.45.954627,1000,2568.351084
-8.384366,1000,2568.614548
1.89318,1000,2568.877335
-6.301507,1000,2569.141797
9.998255,1000,2569.402954
-10.001706,1000,2653.719229
-8.641093,1000,2654.002435
9.998323,1000,2654.275986
-8.668546,1000,2654.633105
9.998313,1000,2654.918237
-3.0643265,1000,2740.263547
5.560433,1000,2740.533326
-6.5287604,1000,2740.797751
4.7464733,1000,2741.060425
9.998338,1000,2741.32162.93-10.001785,1000,2827.423407
5.5688114,1000,2827.695529
7.4305,1000,2827.963561
3.6910412,1000,2828.238415
-10.001739,1000,2828.5043.3410.0,1000,2914.133235
-10.0,1000,2914.406373
7.795725,1000,2914.668468
-10.0,1000,2914.93044
10.0,1000,2915.191568
6.492606,1000,3003.420891
-3.4563754,1000,3003.684111
-7.466867,1000,3003.953904
10.0,1000,3004.225455
-10.0,1000,3004.492277
4.9538155,1000,3091.068662
10.0,1000,3091.346369
-9.501596,1000,3091.623273
10.0,1000,3091.918638
-10.0,1000,3092.218108-10.0,1000,3185.23431
-10.0,1000,3185.494777
-3.8212693,1000,3185.75482
10.0,1000,3186.014917
6.5075603,1000,3186.285612
-10.0,1000,3275.067588
10.0,1000,3275.32987
-10.0,1000,3275.594553
10.0,1000,3275.856884
-10.0,1000,3276.125955
1.7055527,1000,3364.690513
6.087511,1000,3364.952916
-10.0,1000,3365.216267
10.0,1000,3365.478243
2.7610648,1000,3365.740195
2.9626355,1000,3456.098729
-10.00016,1000,3456.382398
9.999842,1000,3456.665262
-10.00016,1000,3456.963236
9.99984,1000,3457.32348699.71777,1000,3548.451342
-10.001859,1000,3548.723341
2.2358155,1000,3548.984755
-10.001844,1000,3549.24507
9.998189,1000,3549.505427-3.6546693,1000,3634.93188
9.998122,1000,3635.199453
-10.00185,1000,3635.467161
-0.6316704,1000,3635.7345
1.3082198,1000,3635.999068-59.998159,1000,3730.401699
-10.001842,1000,3730.673505
-7.725104,1000,3730.938211
9.998164,1000,3731.199639
-3.3480842,1000,3731.466774
9.998222,1000,3815.374382
-9.942285,1000,3815.644094
8.684758,1000,3815.912409
-2.6148298,1000,3816.17971
-10.001796,1000,3816.449356.12.8207412,1000,3914.998172
9.998174,1000,3915.276542
-10.001809,1000,3915.560123
6.9752264,1000,3915.841736
7.1215854,1000,3916.11694.51-10.001811,1000,4011.297417
-7.7237883,1000,4011.56727
9.998197,1000,4011.844574
9.9981785,1000,4012.131619
-9.478044,1000,4012.503.2584-8.228352,1000,4099.498265
9.027203,1000,4099.789405
-0.43834853,1000,4100.060473
-9.120477,1000,4100.328537
9.998165,1000,41009.998165,-7.734761,1000,4184.901268
2.15068,1000,4185.17016
2.2286375,1000,4185.432653
-10.001951,1000,4185.700532
6.5319552,1000,4185.-10.00199.998331,1000,4274.292642
-10.00166,1000,4274.561578
9.998349,1000,4274.822423
3.200944,1000,4275.090264
-7.453767,1000,4275.353-9.6-3.73385,1000,4360.577568
-4.0613985,1000,4360.839572
2.7411892,1000,4361.099418
-10.0,1000,4361.364407
10.0,1000,4361.631197
4.896568,1000,4452.759304
-10.0,1000,4453.020308
7.374497,1000,4453.28145
4.4502435,1000,4453.542171
-9.155204,1000,4453.809131
10.0,1000,4542.14241
-10.0,1000,4542.407461
0.20866896,1000,4542.670023
2.9388123,1000,4542.942778
10.0,1000,4543.250424
0.04747522,1000,4630.453607
-10.0,1000,4630.7246
3.5937376,1000,4630.992569
8.817758,1000,4631.261025
-6.832527,1000,4631.53-5.080-9.218205,1000,4726.34132
10.0,1000,4726.604168
-8.335867,1000,4726.866244
-3.7865903,1000,4727.133444
8.199121,1000,4727.402469
0.54126847,1000,4812.744884
10.0,1000,4813.011751
-10.0,1000,4813.278265
10.0,1000,4813.54476
-10.0,1000,4813.816269
10.0,1000,4894.033359
-3.6584513,1000,4894.294832
10.0,1000,4894.556075
-10.0,1000,4894.827008
2.9198775,1000,4895.095037
10.0,1000,4982.746291
-10.0,1000,4983.013336
10.0,1000,4983.279995
3.6706781,1000,4983.546562
-5.1471586,1000,4983.813375
0.20151345,1000,5076.974046
9.369595,1000,5077.258122
-8.875438,1000,5077.532713
9.134534,1000,5077.800927
-10.0,1000,5078.068519
10.0,1000,5168.139703
5.645283,1000,5168.401167
-10.0,1000,5168.662693
-3.939272,1000,5168.924372
10.0,1000,5169.185352
-3.7408276,1000,5259.108102
-10.0,1000,5259.380649
-4.268622,1000,5259.668174
8.21545,1000,5259.934573
10.0,1000,5260.201613
6.3871336,1000,5349.526384
-10.0,1000,5349.801198
8.035502,1000,5350.072665
10.0,1000,5350.347234
-10.0,1000,5350.615982
-3.1413653,1000,5443.943173
-6.2572494,1000,5444.213629
-0.9609791,1000,5444.482318
10.0,1000,5592.368388
3.366243,1000,5592.673343
-9.419546,1000,7014.065205
-8.731083,1000,7014.436943
10.0,1000,7014.790411
-10.0,1000,7015.137637
10.0,1000,7015.473311
6.3939342,1000,11820.476787
-10.0,1000,11820.737903
-10.0,1000,11821.000218
1.5007417,1000,11821.263898
10.0,1000,11821.525942
0.57633245,1000,13909.944741
9.213522,1000,13910.216536
-10.0,1000,13910.482561
10.0,1000,13910.750822
8.496299,1000,13911.01244
-10.0,1000,13999.697785
0.4039143,1000,14000.02572
5.847996,1000,14000.305929
-3.8778934,1000,14000.590728
10.0,1000,14000.874507
-10.0,1000,14084.34679
2.6985528,1000,14084.613309
10.0,1000,14084.880491
-10.0,1000,14085.147172
5.0014133,1000,14085.414858
6.8831787,1000,14171.215038
-6.39661,1000,14171.477836
4.1965837,1000,14171.748935
-10.0,1000,14172.011454
6.0585275,1000,14172.273014
-10.0,1000,14261.737605
7.7036614,1000,14262.004031
0.29761785,1000,14262.280324
5.9797354,1000,14262.542691
-1.7817638,1000,14262.807942
10.0,1000,14348.939771
-10.0,1000,14349.201715
10.0,1000,14349.47124
-10.0,1000,14349.739377
3.9542632,1000,14350.005578
10.0,1000,14440.000565
-10.0,1000,14440.267939
-5.640702,1000,14440.534364
10.0,1000,14440.801037
-10.0,1000,14441.067537
-4.68424,1000,14531.365823
10.0,1000,14531.636521
-10.0,1000,14531.908095
0.28867495,1000,14532.175604
10.0,1000,14532.443245
-10.0,1000,14621.918864
10.0,1000,14622.180225
-10.0,1000,14622.441898
-1.6928196,1000,14622.703596
10.0,1000,14622.965205
-10.0,1000,14709.154957
-2.5915318,1000,14709.415994
0.29668325,1000,14709.675893
-0.39395377,1000,14709.935766
8.566728,1000,14710.196002
10.0,1000,14796.922092
-10.0,1000,14797.208595
3.5099957,1000,14797.476677
-0.9427491,1000,14797.743621
10.0,1000,14798.010162
-0.56900483,1000,14887.18758
-10.0,1000,14887.465737
10.0,1000,14887.72878
-10.0,1000,14887.990848
4.187438,1000,14888.253017
2.204121,1000,14983.039247
-8.661686,1000,14983.300921
-3.6189995,1000,14983.563673
10.0,1000,14983.824781
-8.543752,1000,14984.085695
4.9935956,1000,15071.276232
1.6546452,1000,15071.536931
2.5205667,1000,15071.801679
-2.5250459,1000,15072.064193
-8.055879,1000,15072.326323
6.6383896,1000,15162.104175
-0.37424126,1000,15162.365747
2.756874,1000,15162.626894
-10.0,1000,15162.888958
10.0,1000,15163.149198
-10.0,1000,15254.545712
-1.2639741,1000,15254.815117
10.0,1000,15255.083585
0.5195351,1000,15255.3524
3.0542915,1000,15255.616281
-6.0680676,1000,15713.183418
-4.878806,1000,15713.449331
10.0,1000,15713.715704
-10.0,1000,15713.990336
10.0,1000,15714.299846
-4.5112233,1000,16532.930394
-1.233147,1000,16533.265814
-2.35554,1000,16533.533439
-3.55136,1000,16533.810664
0.3540943,1000,16534.121826
9.808428,1000,16623.393893
0.73683554,1000,16623.65669
-10.0,1000,16623.918921
1.9528772,1000,16624.180134
5.419614,1000,16624.440888
-10.0,1000,16724.063046
5.213305,1000,16724.335697
3.585502,1000,16724.603772
-9.93847,1000,16724.87525
10.0,1000,16725.195857
-2.0793145,1000,16819.468297
-4.333713,1000,16819.762834
6.728119,1000,16820.039708
4.559064,1000,16820.310616
-10.0,1000,16820.5790-4.310.0,1000,16907.610044
-10.0,1000,16907.87242
10.0,1000,16908.134934
-10.0,1000,16908.396007
-2.4166265,1000,16908.656993
8.469873,1000,17005.079955
0.38892156,1000,17005.351579
-3.3558276,1000,17005.620858
-1.9602107,1000,17005.893461
-6.7549057,1000,17006.193295
10.0,1000,17102.663934
0.41081226,1000,17102.932461
0.54684216,1000,17103.197189
-8.654671,1000,17103.458264
1.5762063,1000,17103.718712
-0.7216411,1000,17200.645269
9.269266,1000,17200.905744
-9.722049,1000,17201.16908
10.0,1000,17201.429795
-10.0,1000,17201.691888
10.0,1000,17296.575089
-10.0,1000,17296.850101
10.0,1000,17297.120517
8.326375,1000,17297.392461
-10.0,1000,17297.68262
-3.9663057,1000,17383.055032
10.0,1000,17383.326735
1.4883496,1000,17383.608935
-10.0,1000,17383.869797
10.0,1000,17384.132514
-10.0,1000,17477.409963
10.0,1000,17477.684754
-10.0,1000,17477.957528
-10.0,1000,17478.229349
10.0,1000,17478.4897
2.7465253,1000,17571.196972
-2.636486,1000,17571.460926
5.3738017,1000,17571.721823
5.5896664,1000,17572.007536
-10.0,1000,17572.339752
9.063025,1000,17659.474989
-10.0,1000,17659.741952
10.0,1000,17660.009108
10.0,1000,17660.276004
-6.2658052,1000,17660.542361
-10.0,1000,17746.965232
-6.5660796,1000,17747.241683
9.072951,1000,17747.515683
-10.0,1000,17747.777055
10.0,1000,17748.038166
-2.5277321,1000,17967.827311
-10.0,1000,17968.298502
10.0,1000,17968.80148
10.0,1000,17969.477654
-10.0,1000,17974.344809
1.1836104,1000,18193.455598
5.359909,1000,18193.725591
10.0,1000,18193.988712
-10.0,1000,18220.707084
-10.0,1000,18220.988257
10.0,1000,18398.6933
-10.0,1000,18398.955087
4.8496714,1000,18399.215689
10.0,1000,18399.476994
-10.0,1000,18399.737237
10.0,1000,18481.837105
-10.0,1000,18482.105206
-7.6054745,1000,18482.374258
10.0,1000,18482.641532
-10.0,1000,18482.909086
10.0,1000,18569.43122
-7.071971,1000,18569.691066
10.0,1000,18569.950763
-10.0,1000,18570.210031
6.3227654,1000,18570.470103
-8.538267,1000,18656.158459
10.0,1000,18656.426264
-1.2742414,1000,18656.685783
-8.342493,1000,18656.946938
10.0,1000,18657.209554
-2.6333299,1000,18743.289878
10.0,1000,18743.561523
-10.0,1000,18743.823112
-10.0,1000,18744.087347
-2.1504445,1000,18744.35474
10.0,1000,18838.619041
-8.173109,1000,18838.880089
-3.0869784,1000,18839.141197
10.0,1000,18839.402683
-10.0,1000,18839.664161
8.184154,1000,18923.436293
10.0,1000,18923.697761
-10.0,1000,18923.959014
5.6820006,1000,18924.219407
-0.85506654,1000,18924.483131
-2.2290838,1000,19013.766685
10.0,1000,19014.026929
3.0421727,1000,19014.296241
-10.0,1000,19014.571761
3.2835867,1000,19014.831909
8.617214,1000,19098.965426
-10.0,1000,19099.227295
-4.657689,1000,19099.488701
10.0,1000,19099.749531
-10.0,1000,19100.010185
6.521182,1000,19187.501969
3.5453727,1000,19187.761329
-10.0,1000,19188.020964
10.0,1000,19188.282266
-6.8553314,1000,19188.54264
-0.2563467,1000,19272.790962
-5.421302,1000,19273.059226
10.0,1000,19273.326874
-0.21217062,1000,19273.593335
-10.0,1000,19273.860965
6.825995,1000,19357.825731
3.0542583,1000,19358.095106
7.228962,1000,19358.362954
-10.0,1000,19358.629549
6.362566,1000,19358.895797
-10.0,1000,19442.975517
10.0,1000,19443.237033
-2.4607122,1000,19443.501547
3.387019,1000,19443.764526
9.8576975,1000,19444.026965
-3.64243,1000,19532.078369
-3.2445543,1000,19532.345836
2.1794186,1000,19532.612574
5.8857923,1000,19532.878765
-10.0,1000,19533.146383
10.0,1000,19616.064963
-6.188458,1000,19616.337631
1.3840463,1000,19616.601516
0.6109618,1000,19616.863014
-10.0,1000,19617.124571
10.0,1000,19702.716104
-10.0,1000,19702.977695
10.0,1000,19703.241147
0.8711993,1000,19703.503355
-9.633335,1000,19703.765157
-7.691568,1000,19789.944197
3.1814442,1000,19790.205644
-3.4996803,1000,19790.466469
-8.384409,1000,19790.72666
0.7449428,1000,19790.986895
10.0,1000,19876.514619
3.757718,1000,19876.782165
-10.0,1000,19877.047325
10.0,1000,19877.309267
4.7498245,1000,19877.589942
-10.0,1000,19964.670816
10.0,1000,19964.938844
-10.0,1000,19965.206546
9.206206,1000,19965.473842
-10.0,1000,19965.741511
2.8708773,1000,20059.341506
5.8161674,1000,20059.603629
5.392129,1000,20059.865318
-10.0,1000,20060.126063
10.0,1000,20060.386722
-10.0,1000,20144.955409
8.1849165,1000,20145.217813
7.183382,1000,20145.478839
1.1475792,1000,20145.739378
-10.0,1000,20146.02066
,1000,20097.81935
0.87257576,1000,20114.935565
-0.48831692,1000,20131.04629
6.529031,1000,20147.630679
